submission_date,state,tot_cases
12/17/20,WA,217205
12/17/20,GU,7193
12/17/20,CO,300414
12/17/20,NM,126045
12/17/20,VI,1900
12/17/20,TX,1539189
12/17/20,KY,234021
12/17/20,PW,0
12/17/20,MT,75483
12/17/20,OR,98936
12/17/20,CA,1723362
12/17/20,FSM,0
12/17/20,ID,126878
12/17/20,SD,93197
12/17/20,WY,40593
12/17/20,VT,6149
12/17/20,AL,310335
12/17/20,ND,89557
12/17/20,NY,446084
12/17/20,RMI,4
12/17/20,GA,568396
12/17/20,NC,457660
12/17/20,IL,879428
12/17/20,MN,389171
12/17/20,LA,279321
12/17/20,FL,1149126
12/17/20,AZ,435036
12/17/20,MD,246553
12/17/20,OH,596178
12/16/20,MA,302212
12/16/20,AS,3
12/16/20,RMI,4
12/16/20,WI,478162
12/16/20,CO,296716
12/16/20,NYC,374547
12/16/20,IN,440850
12/16/20,FSM,0
12/16/20,PW,0
12/16/20,KY,230693
12/16/20,NE,152103
12/16/20,NJ,456529
12/16/20,DC,25602
12/16/20,MT,74644
12/16/20,AR,191504
12/16/20,NY,438797
12/16/20,CA,1671081
12/16/20,TX,1519340
12/16/20,WV,66849
12/16/20,WA,214265
12/16/20,MD,243984
12/16/20,ND,89063
12/16/20,OK,255472
12/16/20,PR,64751
12/16/20,DE,47929
12/16/20,OH,584766
12/16/20,MO,353038
12/16/20,VI,1878
12/16/20,GA,560619
12/16/20,MI,482815
12/16/20,MS,187904
12/16/20,VT,6009
12/16/20,NM,124357
12/16/20,GU,7183
12/16/20,MP,113
12/16/20,SC,260119
12/16/20,IL,870600
12/16/20,NV,194098
12/16/20,VA,296093
12/16/20,WY,40310
12/16/20,NC,451874
12/16/20,HI,19281
12/16/20,AK,41041
12/16/20,ME,17904
12/16/20,NH,33433
12/16/20,ID,125452
12/16/20,PA,519369
12/16/20,SD,92603
12/16/20,RI,75237
12/16/20,FL,1136024
12/16/20,MN,386412
12/16/20,LA,275545
12/16/20,UT,240715
12/16/20,AL,305640
12/16/20,OR,97622
12/16/20,IA,260779
12/16/20,TN,484285
12/16/20,AZ,429219
12/16/20,KS,194569
12/16/20,CT,157781
12/15/20,MN,384164
12/15/20,AZ,424382
12/15/20,UT,237787
12/15/20,GA,553995
12/15/20,MD,241767
12/15/20,OR,96092
12/15/20,KS,190018
12/15/20,PR,63686
12/15/20,NY,432330
12/15/20,NE,150861
12/15/20,WI,475340
12/15/20,DE,47929
12/15/20,NJ,450212
12/15/20,SC,257320
12/15/20,FL,1124742
12/15/20,IA,258599
12/15/20,VA,292240
12/15/20,VI,1850
12/15/20,MS,185643
12/15/20,KY,227818
12/15/20,TN,472875
12/15/20,WA,205069
12/15/20,GU,7168
12/15/20,OH,579357
12/15/20,MA,296762
12/15/20,NH,32545
12/15/20,WV,65708
12/15/20,ND,88395
12/15/20,CO,293382
12/15/20,AS,3
12/15/20,PW,0
12/15/20,FSM,0
12/15/20,AK,40438
12/15/20,AL,301533
12/15/20,IL,863477
12/15/20,OK,252397
12/15/20,SD,91699
12/15/20,WY,40064
12/15/20,DC,25339
12/15/20,MP,113
12/15/20,HI,19177
12/15/20,NYC,371489
12/15/20,MT,74040
12/15/20,IN,434642
12/15/20,RMI,4
12/15/20,VT,5923
12/15/20,ME,17295
12/15/20,TX,1500538
12/15/20,LA,272276
12/15/20,NV,191732
12/15/20,CA,1617370
12/15/20,MO,350365
12/15/20,ID,124019
12/15/20,NC,446601
12/15/20,RI,75237
12/15/20,MI,478171
12/15/20,PA,509320
12/15/20,CT,155462
12/15/20,NM,122557
12/15/20,AR,189198
12/14/20,NH,31875
12/14/20,VA,288309
12/14/20,MN,381841
12/14/20,NM,121299
12/14/20,NJ,445605
12/14/20,NV,189412
12/14/20,TX,1482141
12/14/20,AZ,420248
12/14/20,ME,16744
12/14/20,UT,235872
12/14/20,GU,7149
12/14/20,CA,1585044
12/14/20,LA,269643
12/14/20,MT,73303
12/14/20,MS,183300
12/14/20,AL,297895
12/14/20,ND,88393
12/14/20,WI,471285
12/14/20,MO,347603
12/14/20,IL,856118
12/14/20,ID,122217
12/14/20,DE,46457
12/14/20,IA,257332
12/14/20,SC,254776
12/14/20,HI,19125
12/14/20,KY,224890
12/14/20,OH,570602
12/14/20,KS,190018
12/14/20,VI,1828
12/14/20,VT,5857
12/14/20,NYC,368187
12/14/20,MA,293042
12/14/20,OK,240626
12/14/20,CO,291104
12/14/20,GA,546558
12/14/20,OR,95010
12/14/20,NE,149344
12/14/20,FL,1115446
12/14/20,MD,239362
12/14/20,AK,40160
12/14/20,TN,464624
12/14/20,FSM,0
12/14/20,MP,113
12/14/20,WV,64394
12/14/20,RI,74071
12/14/20,DC,25038
12/14/20,PW,0
12/14/20,IN,430401
12/14/20,WY,39775
12/14/20,PR,63419
12/14/20,RMI,4
12/14/20,NC,441365
12/14/20,WA,203797
12/14/20,AR,187057
12/14/20,PA,499764
12/14/20,AS,3
12/14/20,MI,472780
12/14/20,SD,91354
12/14/20,NY,426123
12/14/20,CT,153992
12/13/20,IL,848904
12/13/20,PR,62985
12/13/20,PW,0
12/13/20,AS,3
12/13/20,LA,268613
12/13/20,NJ,440069
12/13/20,GA,542838
12/13/20,MA,289470
12/13/20,CA,1551766
12/13/20,UT,233904
12/13/20,CO,288193
12/13/20,AL,295631
12/13/20,OR,93853
12/13/20,KY,223104
12/13/20,SC,252206
12/13/20,ME,16334
12/13/20,VT,5753
12/13/20,WY,39360
12/13/20,CT,146761
12/13/20,AZ,408442
12/13/20,RMI,4
12/13/20,IN,425434
12/13/20,KS,185294
12/13/20,NY,420108
12/13/20,WI,468956
12/13/20,HI,18938
12/13/20,RI,70818
12/13/20,OK,228413
12/13/20,MP,113
12/13/20,MT,73303
12/13/20,NC,436595
12/13/20,FL,1107103
12/13/20,MO,347603
12/13/20,NV,186833
12/13/20,NH,30956
12/13/20,DE,45460
12/13/20,ND,88067
12/13/20,TX,1472711
12/13/20,ID,121179
12/13/20,NM,119800
12/13/20,GU,7137
12/13/20,VI,1807
12/13/20,MI,465159
12/13/20,NYC,364367
12/13/20,WV,63217
12/13/20,MD,236961
12/13/20,VA,285149
12/13/20,IA,256359
12/13/20,AK,39738
12/13/20,MS,181095
12/13/20,TN,454305
12/13/20,AR,185702
12/13/20,NE,148861
12/13/20,MN,378823
12/13/20,SD,91038
12/13/20,WA,202063
12/13/20,OH,562727
12/13/20,FSM,0
12/13/20,DC,24874
12/13/20,PA,491802
12/12/20,NYC,361520
12/12/20,VA,281909
12/12/20,LA,264191
12/12/20,SD,90407
12/12/20,AR,184252
12/12/20,NV,183951
12/12/20,PR,62431
12/12/20,VI,1807
12/12/20,NE,147688
12/12/20,KY,220660
12/12/20,MO,342347
12/12/20,CT,146761
12/12/20,MN,375398
12/12/20,MA,284793
12/12/20,AK,39101
12/12/20,ME,15907
12/12/20,RMI,4
12/12/20,PA,481118
12/12/20,FL,1098341
12/12/20,IL,841688
12/12/20,MS,179447
12/12/20,OK,228413
12/12/20,DE,44876
12/12/20,DC,24643
12/12/20,NM,118358
12/12/20,GA,538040
12/12/20,CO,285634
12/12/20,NC,429776
12/12/20,CA,1521432
12/12/20,MP,113
12/12/20,TN,442953
12/12/20,VT,5626
12/12/20,SC,248798
12/12/20,MT,72644
12/12/20,KS,185294
12/12/20,WA,199735
12/12/20,NJ,435376
12/12/20,FSM,0
12/12/20,PW,0
12/12/20,RI,70818
12/12/20,OH,553461
12/12/20,ND,87871
12/12/20,NY,413292
12/12/20,WI,465991
12/12/20,HI,18861
12/12/20,OR,92839
12/12/20,ID,120632
12/12/20,UT,231821
12/12/20,AL,292841
12/12/20,WV,62151
12/12/20,TX,1464362
12/12/20,IA,255240
12/12/20,AZ,402589
12/12/20,NH,30244
12/12/20,IN,419536
12/12/20,MD,234647
12/12/20,WY,38907
12/12/20,MI,465159
12/12/20,AS,3
12/12/20,GU,7079
12/11/20,MO,338604
12/11/20,MS,177947
12/11/20,UT,228129
12/11/20,AS,3
12/11/20,NC,423623
12/11/20,WV,60637
12/11/20,FL,1087956
12/11/20,IL,832951
12/11/20,FSM,0
12/11/20,AR,181624
12/11/20,GU,7079
12/11/20,NJ,428581
12/11/20,ME,15619
12/11/20,IN,412135
12/11/20,CA,1485703
12/11/20,PW,0
12/11/20,TX,1448002
12/11/20,LA,264191
12/11/20,OK,228413
12/11/20,WA,195554
12/11/20,OH,542209
12/11/20,OR,91420
12/11/20,WY,38785
12/11/20,CT,146761
12/11/20,VI,1791
12/11/20,IA,253601
12/11/20,AL,288775
12/11/20,MT,71870
12/11/20,TN,436262
12/11/20,AZ,394512
12/11/20,RMI,4
12/11/20,NM,116565
12/11/20,NYC,358538
12/11/20,MD,232009
12/11/20,NY,406146
12/11/20,KS,185294
12/11/20,DE,44876
12/11/20,CO,281673
12/11/20,VA,278615
12/11/20,KY,217120
12/11/20,ID,119610
12/11/20,AK,38584
12/11/20,MI,460346
12/11/20,NH,29460
12/11/20,HI,18665
12/11/20,GA,531593
12/11/20,SC,245226
12/11/20,MN,370968
12/11/20,WI,461367
12/11/20,NE,146877
12/11/20,PA,470034
12/11/20,ND,87590
12/11/20,NV,181310
12/11/20,RI,70818
12/11/20,PR,61723
12/11/20,MP,113
12/11/20,MA,279825
12/11/20,SD,89672
12/11/20,VT,5541
12/11/20,DC,24357
12/10/20,KS,179803
12/10/20,GA,525402
12/10/20,LA,261329
12/10/20,WV,59695
12/10/20,ND,87213
12/10/20,SD,88727
12/10/20,TN,428973
12/10/20,CA,1450235
12/10/20,IA,251386
12/10/20,NV,178527
12/10/20,VI,1733
12/10/20,AS,3
12/10/20,MA,274350
12/10/20,ID,118028
12/10/20,OK,228413
12/10/20,NC,416083
12/10/20,CO,276995
12/10/20,VA,274438
12/10/20,CT,142979
12/10/20,NY,398898
12/10/20,MN,367218
12/10/20,MS,175282
12/10/20,FSM,0
12/10/20,AK,37962
12/10/20,MI,454720
12/10/20,DC,24098
12/10/20,NH,28272
12/10/20,MD,228471
12/10/20,PA,457289
12/10/20,GU,7052
12/10/20,SC,241686
12/10/20,NYC,354902
12/10/20,KY,213450
12/10/20,ME,15205
12/10/20,UT,225946
12/10/20,WY,38223
12/10/20,NM,114731
12/10/20,VT,5413
12/10/20,AL,284922
12/10/20,NE,145774
12/10/20,HI,18586
12/10/20,RI,69247
12/10/20,OH,520112
12/10/20,FL,1076547
12/10/20,NJ,424282
12/10/20,IL,823531
12/10/20,PR,61002
12/10/20,TX,1433551
12/10/20,WA,192413
12/10/20,RMI,4
12/10/20,PW,0
12/10/20,MO,334704
12/10/20,WI,456889
12/10/20,OR,89838
12/10/20,MP,113
12/10/20,MT,70892
12/10/20,AR,178854
12/10/20,AZ,387529
12/10/20,DE,43036
12/10/20,IN,404935
12/9/20,MP,113
12/9/20,TN,422962
12/9/20,MI,448418
12/9/20,PW,0
12/9/20,WY,37885
12/9/20,AL,280187
12/9/20,MO,330846
12/9/20,FL,1065476
12/9/20,FSM,0
12/9/20,WA,189863
12/9/20,WV,58462
12/9/20,DC,23854
12/9/20,IA,249276
12/9/20,NJ,418479
12/9/20,KY,209136
12/9/20,CA,1420558
12/9/20,LA,258914
12/9/20,GU,7052
12/9/20,ID,116203
12/9/20,WI,452180
12/9/20,PR,59458
12/9/20,RI,68299
12/9/20,GA,517779
12/9/20,UT,222545
12/9/20,DE,42393
12/9/20,AZ,382601
12/9/20,HI,18470
12/9/20,IN,398417
12/9/20,MA,269220
12/9/20,CT,140548
12/9/20,AR,176652
12/9/20,VA,271043
12/9/20,IL,812430
12/9/20,TX,1418252
12/9/20,OH,520112
12/9/20,OK,228413
12/9/20,MS,172955
12/9/20,NC,410527
12/9/20,VI,1733
12/9/20,KS,179803
12/9/20,ND,86707
12/9/20,NY,392090
12/9/20,AS,3
12/9/20,MT,70133
12/9/20,NH,27592
12/9/20,SC,239444
12/9/20,PA,445317
12/9/20,OR,88287
12/9/20,NV,176334
12/9/20,AK,37342
12/9/20,MD,225855
12/9/20,NE,143924
12/9/20,MN,363719
12/9/20,VT,5285
12/9/20,SD,88023
12/9/20,NM,112950
12/9/20,CO,272346
12/9/20,ME,14861
12/9/20,RMI,4
12/9/20,NYC,351412
12/8/20,OK,205999
12/8/20,NH,26623
12/8/20,FSM,0
12/8/20,PR,58962
12/8/20,GU,7039
12/8/20,TX,1404654
12/8/20,NJ,413368
12/8/20,AL,276665
12/8/20,MI,443076
12/8/20,NY,385232
12/8/20,DC,23589
12/8/20,MO,328206
12/8/20,CT,138258
12/8/20,AS,3
12/8/20,IA,246811
12/8/20,LA,254562
12/8/20,ND,86150
12/8/20,RI,67067
12/8/20,NC,404032
12/8/20,CA,1389707
12/8/20,RMI,4
12/8/20,WA,187327
12/8/20,IL,804174
12/8/20,PW,0
12/8/20,MT,69346
12/8/20,FL,1056065
12/8/20,UT,219971
12/8/20,MN,359203
12/8/20,NV,173281
12/8/20,WY,37475
12/8/20,NM,109947
12/8/20,MD,222653
12/8/20,CO,268589
12/8/20,NYC,348211
12/8/20,AR,174325
12/8/20,VT,5180
12/8/20,OH,510018
12/8/20,IN,392663
12/8/20,ID,113905
12/8/20,VI,1698
12/8/20,MP,113
12/8/20,NE,142603
12/8/20,SC,236954
12/8/20,MS,171584
12/8/20,AK,36758
12/8/20,WV,57060
12/8/20,WI,448009
12/8/20,ME,14455
12/8/20,KS,174025
12/8/20,TN,414749
12/8/20,AZ,378157
12/8/20,VA,267129
12/8/20,KY,205668
12/8/20,OR,87082
12/8/20,HI,18397
12/8/20,PA,436614
12/8/20,SD,87038
12/8/20,DE,42393
12/8/20,MA,263545
12/8/20,GA,512267
12/7/20,IL,796264
12/7/20,FL,1048264
12/7/20,WI,443389
12/7/20,AZ,365843
12/7/20,NH,25816
12/7/20,RI,65818
12/7/20,MD,219961
12/7/20,NC,399362
12/7/20,VA,262730
12/7/20,AR,172042
12/7/20,MN,356152
12/7/20,MI,436400
12/7/20,UT,217638
12/7/20,SD,86500
12/7/20,NJ,407202
12/7/20,TN,408730
12/7/20,KS,174025
12/7/20,DC,23319
12/7/20,MO,324956
12/7/20,MS,167926
12/7/20,AL,272229
12/7/20,PR,58316
12/7/20,IA,245285
12/7/20,WY,36985
12/7/20,WA,184404
12/7/20,CT,135844
12/7/20,CO,264618
12/7/20,KY,202592
12/7/20,NM,109947
12/7/20,DE,40711
12/7/20,GU,7019
12/7/20,GA,506690
12/7/20,SC,234652
12/7/20,FSM,0
12/7/20,VI,1680
12/7/20,PW,0
12/7/20,ND,83817
12/7/20,CA,1366435
12/7/20,LA,252136
12/7/20,AK,36196
12/7/20,MP,111
12/7/20,VT,5080
12/7/20,MT,68591
12/7/20,NE,141127
12/7/20,OR,85788
12/7/20,MA,259918
12/7/20,IN,387278
12/7/20,OH,484297
12/7/20,AS,3
12/7/20,ID,111893
12/7/20,NYC,343644
12/7/20,WV,56128
12/7/20,ME,14051
12/7/20,NY,379358
12/7/20,HI,18344
12/7/20,TX,1384804
12/7/20,PA,426444
12/7/20,OK,205999
12/7/20,NV,170587
12/7/20,RMI,4
12/6/20,FSM,0
12/6/20,MS,166194
12/6/20,NH,24771
12/6/20,AL,269877
12/6/20,TX,1375313
12/6/20,VI,1649
12/6/20,RMI,4
12/6/20,MD,217329
12/6/20,GU,7004
12/6/20,ID,110510
12/6/20,MN,350862
12/6/20,OK,205999
12/6/20,ND,83342
12/6/20,WY,36317
12/6/20,KS,168295
12/6/20,NY,374821
12/6/20,CA,1341700
12/6/20,CO,260581
12/6/20,NC,394990
12/6/20,MT,67875
12/6/20,LA,251123
12/6/20,FL,1040727
12/6/20,DE,39912
12/6/20,PW,0
12/6/20,OH,475024
12/6/20,PA,420114
12/6/20,CT,127715
12/6/20,NV,168139
12/6/20,MO,324956
12/6/20,IL,787573
12/6/20,IN,381617
12/6/20,SC,232099
12/6/20,AK,35720
12/6/20,AS,3
12/6/20,DC,23136
12/6/20,NE,139834
12/6/20,MA,257455
12/6/20,PR,57622
12/6/20,ME,13774
12/6/20,AR,170924
12/6/20,WI,441067
12/6/20,KY,200632
12/6/20,VT,5015
12/6/20,NYC,340293
12/6/20,MI,426576
12/6/20,TN,400594
12/6/20,HI,18266
12/6/20,RI,62137
12/6/20,WV,54997
12/6/20,NM,108088
12/6/20,VA,258870
12/6/20,GA,501405
12/6/20,UT,215407
12/6/20,MP,109
12/6/20,OR,84496
12/6/20,NJ,402782
12/6/20,AZ,364276
12/6/20,IA,244322
12/6/20,SD,85991
12/6/20,WA,177447
12/5/20,NC,388552
12/5/20,PR,56671
12/5/20,AR,169382
12/5/20,MO,318422
12/5/20,NM,106856
12/5/20,AK,34963
12/5/20,WY,35941
12/5/20,VT,4894
12/5/20,WI,437918
12/5/20,IN,375019
12/5/20,HI,18169
12/5/20,NH,24138
12/5/20,CO,257347
12/5/20,NJ,396180
12/5/20,GU,6959
12/5/20,WV,53572
12/5/20,ME,13349
12/5/20,DE,39096
12/5/20,DC,22872
12/5/20,GA,499371
12/5/20,MA,252708
12/5/20,VA,255053
12/5/20,OH,467432
12/5/20,KS,168386
12/5/20,SC,229235
12/5/20,NE,138568
12/5/20,IL,779975
12/5/20,KY,198065
12/5/20,NYC,337576
12/5/20,UT,212844
12/5/20,MS,164931
12/5/20,TX,1364933
12/5/20,VI,1649
12/5/20,AZ,358900
12/5/20,MN,345281
12/5/20,IA,242212
12/5/20,PW,0
12/5/20,ID,109705
12/5/20,AL,267589
12/5/20,LA,247177
12/5/20,MP,106
12/5/20,RI,62137
12/5/20,AS,3
12/5/20,CT,127715
12/5/20,FSM,0
12/5/20,OK,205999
12/5/20,PA,411484
12/5/20,NV,165628
12/5/20,MD,215027
12/5/20,OR,83243
12/5/20,TN,397522
12/5/20,ND,82981
12/5/20,CA,1311625
12/5/20,MI,426576
12/5/20,WA,175793
12/5/20,FL,1032552
12/5/20,MT,67069
12/5/20,SD,85304
12/5/20,RMI,4
12/5/20,NY,368246
12/4/20,AL,264199
12/4/20,NV,162434
12/4/20,NM,104935
12/4/20,NH,23690
12/4/20,AK,34041
12/4/20,NY,360714
12/4/20,PW,0
12/4/20,WV,52172
12/4/20,WA,174290
12/4/20,IL,770088
12/4/20,ND,82504
12/4/20,AR,167137
12/4/20,MI,420268
12/4/20,MS,163458
12/4/20,UT,209170
12/4/20,OH,456963
12/4/20,LA,247177
12/4/20,MN,338973
12/4/20,NE,136325
12/4/20,TX,1350542
12/4/20,MA,247352
12/4/20,ME,13127
12/4/20,PA,398600
12/4/20,DC,22480
12/4/20,MT,66436
12/4/20,SD,84398
12/4/20,KS,168295
12/4/20,PR,55532
12/4/20,TN,392608
12/4/20,SC,226013
12/4/20,RI,62137
12/4/20,MO,313421
12/4/20,MP,106
12/4/20,CT,127715
12/4/20,VA,251173
12/4/20,IA,240321
12/4/20,HI,18058
12/4/20,GA,494354
12/4/20,GU,6959
12/4/20,NC,382534
12/4/20,KY,194193
12/4/20,NJ,390256
12/4/20,OR,81437
12/4/20,OK,205999
12/4/20,FL,1022354
12/4/20,WI,432207
12/4/20,MD,212384
12/4/20,WY,35737
12/4/20,VI,1633
12/4/20,IN,367329
12/4/20,RMI,4
12/4/20,ID,108366
12/4/20,CO,252222
12/4/20,VT,4763
12/4/20,DE,38398
12/4/20,NYC,334217
12/4/20,AZ,352101
12/4/20,CA,1286557
12/4/20,AS,3
12/4/20,FSM,0
12/3/20,TX,1333746
12/3/20,PR,54597
12/3/20,ND,81949
12/3/20,NYC,331270
12/3/20,MT,65122
12/3/20,NY,353040
12/3/20,PA,386837
12/3/20,MN,333626
12/3/20,SD,83348
12/3/20,VI,1613
12/3/20,IA,239687
12/3/20,AR,164310
12/3/20,CO,247209
12/3/20,NJ,383870
12/3/20,MI,410843
12/3/20,MA,242160
12/3/20,NM,102862
12/3/20,NV,159532
12/3/20,NE,134710
12/3/20,NC,377231
12/3/20,OK,205999
12/3/20,MD,209191
12/3/20,OR,79293
12/3/20,AL,260359
12/3/20,DC,22164
12/3/20,KS,162061
12/3/20,AS,3
12/3/20,NH,22925
12/3/20,WA,172437
12/3/20,RMI,4
12/3/20,RI,60722
12/3/20,IN,359430
12/3/20,PW,0
12/3/20,GA,487978
12/3/20,CA,1264539
12/3/20,FL,1012456
12/3/20,AK,33291
12/3/20,DE,37456
12/3/20,FSM,0
12/3/20,TN,388252
12/3/20,CT,126177
12/3/20,WV,51025
12/3/20,UT,206165
12/3/20,SC,223063
12/3/20,HI,17958
12/3/20,WI,426534
12/3/20,MS,161516
12/3/20,GU,6942
12/3/20,LA,244078
12/3/20,KY,190601
12/3/20,VA,247380
12/3/20,AZ,346421
12/3/20,ID,106455
12/3/20,OH,446849
12/3/20,MO,313421
12/3/20,WY,35078
12/3/20,MP,106
12/3/20,VT,4642
12/3/20,ME,12845
12/3/20,IL,759562
12/2/20,NY,346492
12/2/20,RI,59005
12/2/20,NYC,327164
12/2/20,GU,6942
12/2/20,OK,205999
12/2/20,NV,156996
12/2/20,NM,100963
12/2/20,HI,17819
12/2/20,NH,22332
12/2/20,IN,350970
12/2/20,ID,104734
12/2/20,OR,78160
12/2/20,SC,220835
12/2/20,VA,244503
12/2/20,DC,21842
12/2/20,MO,305370
12/2/20,PW,0
12/2/20,KY,186765
12/2/20,FL,1001800
12/2/20,AL,256828
12/2/20,MT,64340
12/2/20,CA,1245948
12/2/20,VT,4461
12/2/20,NJ,378307
12/2/20,MS,159036
12/2/20,FSM,0
12/2/20,CT,121426
12/2/20,DE,36698
12/2/20,MP,106
12/2/20,AR,161521
12/2/20,ME,12558
12/2/20,WA,170342
12/2/20,RMI,4
12/2/20,CO,241172
12/2/20,WV,49905
12/2/20,WI,420930
12/2/20,LA,241335
12/2/20,AZ,340979
12/2/20,MA,235683
12/2/20,PR,54105
12/2/20,VI,1589
12/2/20,PA,375431
12/2/20,SD,82203
12/2/20,KS,162061
12/2/20,IL,748603
12/2/20,AK,32531
12/2/20,IA,234810
12/2/20,NC,371594
12/2/20,MN,327477
12/2/20,ND,81105
12/2/20,NE,132530
12/2/20,TN,384285
12/2/20,UT,202220
12/2/20,TX,1316194
12/2/20,AS,3
12/2/20,MI,402886
12/2/20,WY,34507
12/2/20,OH,437928
12/2/20,GA,482139
12/2/20,MD,205399
12/1/20,FL,991910
12/1/20,ND,80135
12/1/20,CO,237310
12/1/20,SD,80912
12/1/20,MT,63205
12/1/20,PR,53708
12/1/20,AR,159309
12/1/20,IL,738846
12/1/20,OR,76654
12/1/20,CA,1225189
12/1/20,AS,3
12/1/20,NJ,373246
12/1/20,WI,416365
12/1/20,TN,380186
12/1/20,DE,36343
12/1/20,MI,395453
12/1/20,WY,33805
12/1/20,WA,167216
12/1/20,LA,237740
12/1/20,FSM,0
12/1/20,MS,156868
12/1/20,VI,1550
12/1/20,KS,157446
12/1/20,SC,218912
12/1/20,NE,130194
12/1/20,NM,99419
12/1/20,VT,4239
12/1/20,NY,340717
12/1/20,OH,430093
12/1/20,RMI,4
12/1/20,RI,57906
12/1/20,IA,231439
12/1/20,HI,17751
12/1/20,MN,322312
12/1/20,VA,242481
12/1/20,MA,231070
12/1/20,MP,106
12/1/20,MD,203355
12/1/20,UT,198216
12/1/20,NH,21766
12/1/20,NV,154867
12/1/20,TX,1296972
12/1/20,NYC,324128
12/1/20,ID,103305
12/1/20,AK,31834
12/1/20,NC,367395
12/1/20,DC,21685
12/1/20,OK,205999
12/1/20,PA,367140
12/1/20,GU,6920
12/1/20,CT,118754
12/1/20,AZ,337139
12/1/20,MO,302691
12/1/20,WV,48818
12/1/20,AL,252900
12/1/20,GA,476405
12/1/20,ME,12208
12/1/20,KY,183168
12/1/20,PW,0
12/1/20,IN,344373
11/30/20,HI,17708
11/30/20,CA,1212968
11/30/20,NY,336001
11/30/20,ID,101698
11/30/20,UT,195706
11/30/20,WV,47842
11/30/20,AZ,326817
11/30/20,RI,56723
11/30/20,MT,62198
11/30/20,TN,374493
11/30/20,MS,154411
11/30/20,WI,411730
11/30/20,PW,0
11/30/20,FSM,0
11/30/20,CT,117295
11/30/20,MD,201135
11/30/20,MN,318763
11/30/20,PR,53320
11/30/20,AK,31323
11/30/20,OR,75431
11/30/20,VA,240064
11/30/20,MP,106
11/30/20,NV,152169
11/30/20,CO,232905
11/30/20,DC,21552
11/30/20,NE,128407
11/30/20,GU,6889
11/30/20,FL,983370
11/30/20,AS,3
11/30/20,WA,165019
11/30/20,SD,80464
11/30/20,TX,1278432
11/30/20,KY,179041
11/30/20,MO,299762
11/30/20,NC,364512
11/30/20,IN,338977
11/30/20,ME,11976
11/30/20,IL,726304
11/30/20,GA,471563
11/30/20,VI,1550
11/30/20,MI,388942
11/30/20,RMI,4
11/30/20,NYC,321064
11/30/20,OK,205999
11/30/20,VT,4172
11/30/20,DE,36343
11/30/20,PA,361478
11/30/20,MA,228225
11/30/20,NM,97095
11/30/20,AL,249524
11/30/20,WY,33305
11/30/20,SC,217487
11/30/20,OH,421063
11/30/20,IA,229448
11/30/20,NJ,367783
11/30/20,AR,157359
11/30/20,KS,157446
11/30/20,LA,232414
11/30/20,NH,20994
11/30/20,ND,79655
11/29/20,VI,1544
11/29/20,CO,228772
11/29/20,NH,20480
11/29/20,WA,162700
11/29/20,NE,126466
11/29/20,ME,11508
11/29/20,VA,237836
11/29/20,PW,0
11/29/20,AZ,325995
11/29/20,NC,361778
11/29/20,RMI,4
11/29/20,MP,106
11/29/20,ND,79252
11/29/20,MN,312969
11/29/20,OH,414432
11/29/20,KY,176925
11/29/20,CA,1198934
11/29/20,IA,227963
11/29/20,OK,205999
11/29/20,MA,227059
11/29/20,MS,153270
11/29/20,MT,61801
11/29/20,WV,46997
11/29/20,SD,79900
11/29/20,UT,193809
11/29/20,MO,295933
11/29/20,FSM,0
11/29/20,VT,4100
11/29/20,GA,469516
11/29/20,KS,153021
11/29/20,IL,720114
11/29/20,IN,333312
11/29/20,DC,21448
11/29/20,WY,32489
11/29/20,SC,216129
11/29/20,OR,74120
11/29/20,AS,3
11/29/20,CT,112581
11/29/20,WI,409054
11/29/20,AL,247229
11/29/20,PA,357196
11/29/20,MD,198370
11/29/20,NYC,317436
11/29/20,ID,100484
11/29/20,GU,6852
11/29/20,PR,52545
11/29/20,DE,35654
11/29/20,HI,17627
11/29/20,LA,232245
11/29/20,TX,1266707
11/29/20,FL,976944
11/29/20,NJ,363759
11/29/20,RI,53954
11/29/20,NM,95417
11/29/20,AK,30816
11/29/20,NY,331686
11/29/20,TN,366518
11/29/20,MI,378152
11/29/20,AR,156247
11/29/20,NV,150527
11/28/20,ME,11508
11/28/20,TX,1259657
11/28/20,IA,226258
11/28/20,NH,20002
11/28/20,MS,151785
11/28/20,NM,93982
11/28/20,WA,160634
11/28/20,MD,196447
11/28/20,PA,351667
11/28/20,VI,1538
11/28/20,OR,72506
11/28/20,NC,357958
11/28/20,WY,31928
11/28/20,VA,235943
11/28/20,PW,0
11/28/20,AR,155026
11/28/20,NE,125323
11/28/20,DC,21038
11/28/20,HI,17573
11/28/20,MN,304023
11/28/20,NV,149229
11/28/20,NJ,358572
11/28/20,NY,327257
11/28/20,DE,35251
11/28/20,SC,214911
11/28/20,AK,30204
11/28/20,AZ,322774
11/28/20,UT,192087
11/28/20,ID,99660
11/28/20,NYC,314790
11/28/20,LA,230602
11/28/20,TN,363466
11/28/20,OH,406703
11/28/20,IL,712936
11/28/20,FSM,0
11/28/20,RMI,4
11/28/20,CT,112581
11/28/20,IN,329008
11/28/20,SD,79099
11/28/20,ND,78658
11/28/20,MP,104
11/28/20,KY,174182
11/28/20,AS,3
11/28/20,MT,60845
11/28/20,WI,404999
11/28/20,WV,45845
11/28/20,KS,153021
11/28/20,PR,51703
11/28/20,MO,292740
11/28/20,VT,4033
11/28/20,CA,1183320
